a_id,average_lenth_from_tweets,average_number_words_per_tweet,average_time_between_tweets,creation_content_sources,creation_date,default_profile,default_profile_image,desviacion_tipica_average_tweet_time,last_24_hours_tweet,lexical_diversity,location,name,name_length,name_letters_amount,name_numbers_amount,number_of_hashtags,number_of_mentions,number_of_tweets,number_of_urls,percent_negative_tweets,percent_neutral_tweets,percent_positive_tweets,ratio_friends_followers,smog_index,total_number_of_words,total_unique_words,verified
2445641666,87.15,7.41,20758640,1,2014-04-15 15:59:24,False,False,126256.8299028908,4,0.555888972243,True,BarstoolISU,11,11,0,8,40,8213,80,5,70,25,0.0507000903342,10.6,1333,741,True
344317888,93.95,7.94,183104260,2,2011-07-28 21:46:26,False,False,1537982.9758956565,0,0.58511422255,True,Ari_Minton,10,3,0,14,42,927,52,30,25,45,2.28947368421,9.4,1357,794,False
2511944460,68.75,5.27,327516560,2,2014-05-21 08:29:23,False,False,2964780.485371122,0,0.480839416058,True,passantwalid_,13,12,0,0,19,2628,29,20,55,25,0.0357518401682,8.4,1096,527,False
2618119582,110.05,10.8648648649,23617486,1,2014-06-17 19:25:30,True,False,300826.22342466674,0,0.710247349823,True,foreverbear_,12,11,0,0,36,39742,16,30,40,30,0.129688206055,9.7,566,402,False
88345204,76.65,8.43,8580310,1,2009-11-08 03:59:06,True,False,66521.39893139651,6,0.621681415929,True,GeekBorg009,11,8,3,5,82,15655,41,15,35,50,1.31434599156,10.2,1356,843,False
221475117,40.7,4.89,434537340,1,2010-11-30 19:31:43,False,False,897468.8022143319,0,0.703597122302,True,Beauty_195,10,6,3,15,62,28305,27,0,95,5,0.941573033708,5.5,695,489,False
101669097,85.35,8.53,8831040,1,2010-01-04 05:25:19,False,False,23760.371574114746,6,0.569046030687,True,Beeros75,8,6,2,20,68,79954,47,10,45,45,0.105747126437,8.1,1499,853,False
2317599350,128.35,11.83,33986990,2,2014-01-29 18:27:57,False,False,284518.4239161455,9,0.65503875969,True,BehzadFatmi,11,11,0,14,67,11296,54,25,50,25,0.61704730832,12.0,1806,1183,False
2202044150,140.0,26.0,0,1,2013-11-18 21:57:34,False,False,0.0,0,0.962962962963,True,BellewDanielle,14,14,0,0,0,4,1,0,0,100,0.960451977401,8.8,27,26,False
73237856,117.5,8.68,994398380,1,2009-09-10 22:24:46,True,False,19274744.375047717,0,0.6349670812,True,BenAAndrews,11,11,0,79,81,219,38,0,55,45,3.3738317757,10.3,1367,868,False
