3098421349	1
554067867	1
256597786	1
103351486	1
199973582	1
22942001	1
338914454	1
139758430	1
2174620748	1
3853333526	1
3264569385	1
15109265	1
724324885	1
35457209	1
83683408	1
575402168	1
1512772610	1
2512221956	1
3018439679	1
434308370	1
3295996710	1
167561205	1
4422755772	1
1068221456	1
3673821932	1
72126063	1
3233845421	1
16313297	1
628493945	1
1622413069	1
523247729	1
2312109649	1
1977872942	1
3294732860	1
2838900554	1
403078748	1
1390556054	1
21125645	1
1154538534	1
35289761	1
1467026630	1
2784221536	1
321519271	1
2802302704	1
4376518697	1
3581994913	1
312931148	1
961897154	1
2687223536	1
154155992	1
258478116	1
2961735746	1
119064154	1
611657123	1
82323247	1
2244794124	1
3393094667	1
35623824	1
4128024430	1
857490530	1
474263130	1
3231663692	1
128466477	1
854201534	1
1254765698	1
3186319947	1
1731481754	1
476919617	1
1682313314	1
2960981093	1
3287695303	1
202539396	1
2900371521	1
121857594	1
203939641	1
124640990	1
51948170	1
2953167296	1
2803341352	1
166882121	1
2965914446	1
2986196889	1
2245462992	1
2853501332	1
2201333669	1
3979873394	1
1970328174	1
12595312	1
47499461	1
3398729818	1
3223536685	1
889795548	1
29086373	1
2231476190	1
123214345	1
231718751	1
17861479	1
390146736	1
10086382	1
3165751084	1
1630352731	1
3064076521	1
193372339	1
3252761153	1
116010130	1
2797875551	1
569043660	1
3009372480	1
3083900914	1
1972782972	1
82425278	1
394843636	1
2971761881	1
2903675308	1
14046314	1
1864506978	1
616303909	1
564538442	1
449255296	1
3506030840	1
2394624993	1
4302224242	1
55662988	1
830163432	1
35950289	1
2394940873	1
349819728	1
3199919103	1
264121073	1
3976414213	1
3282398730	1
1413000943	1
2880393984	1
455567062	1
3422980817	1
3301224100	1
2363099551	1
16724972	1
881182314	1
82570028	1
2754082609	1
3032201618	1
3244584983	1
463193055	1
386582662	1
3299614305	1
250231768	1
422028183	1
472588972	1
4601655193	1
219874207	1
4383007034	1
2391701899	1
348847009	1
3046319776	1
1477753758	1
2559048510	1
2893011943	1
527681453	1
35134309	1
2877530091	1
3343397847	1
505833082	1
3291174194	1
3315537879	1
1908756390	1
3166053603	1
351814159	1
593481765	1
1383114716	1
3281254940	1
969397086	1
956123437	1
637056372	1
788612149	1
472532911	1
165448700	1
171134107	1
34953652	1
600396531	1
3287352410	1
868796322	1
580001344	1
116993598	1
360596538	1
1182747510	1
2957206289	1
90905432	1
190754647	1
2985092002	1
3313759618	1
2965318498	1
1343037642	1
1131784363	1
1174900730	1
104895413	1
4000918709	1
955350116	1
1341355722	1
460332176	1
863278244	1
458167829	1
2512155349	1
567588156	1
3287226222	1
3242533095	1
3410625701	1
23973435	1
3239963413	1
349113353	1
2935260660	1
3474814156	1
4314820157	1
3034488080	1
3164188794	1
61766010	1
1291136252	1
2874039644	1
3288831901	1
173751500	1
516632569	1
261084272	1
3154590891	1
3471601759	1
764179099	1
1976041280	1
3387153855	1
4242657261	1
13630852	1
2271357264	1
481673572	1
1378871144	1
1016565120	1
1973515340	1
2714388032	1
2293099507	1
238160951	1
276591681	1
2581583929	1
3962411603	1
155790304	1
202974156	1
3303432793	1
54263355	1
3250222040	1
247324832	1
16198774	1
194139854	1
2884456853	1
1587081356	1
1700033959	1
3891754217	1
702278455	1
1605070976	1
712847001	1
12052952	1
1578932334	1
355962374	1
163082317	1
283113965	1
2817823998	1
3490657213	1
2189291576	1
1919165286	1
2990025622	1
67679771	1
22263651	1
104899180	1
1851154382	1
51474841	1
848068296	1
2864106887	1
3502015274	1
394693980	1
304913975	1
1970703152	1
3257929151	1
459721614	1
1971555709	1
85164850	1
3415512285	1
2436275671	1
1972878606	1
1707310794	1
3967868833	1
1633515085	1
3287027977	1
445736842	1
4274498962	1
2173761470	1
452462357	1
194185569	1
824978402	1
2348612642	1
3435945359	1
18588919	1
1386364014	1
71560604	1
838502514	1
22297031	1
3251455231	1
272383381	1
3382640066	1
34938685	1
149765637	1
2241040843	1
2749819601	1
3154726308	1
2202871868	1
3354034151	1
1941596719	1
3032272031	1
2362805646	1
426501554	1
3003131772	1
4172221638	1
3287882455	1
704523342	1
1037129802	1
40882376	1
4104904392	1
259398560	1
543113548	1
50438882	1
1050096331	1
4422953174	1
3200925057	1
3257925073	1
39194666	1
1357774098	1
2243111964	1
253554752	1
4004311695	1
4482795202	1
120344682	1
4340912892	1
98725558	1
2561434105	1
3708114795	1
1976408659	1
3041385205	1
2953542846	1
2426865811	1
3387308074	1
1978839685	1
3305295103	1
322820365	1
3790542373	1
162770784	1
52398403	1
179968583	1
4223896820	1
3177501559	1
3728280500	1
46466493	1
3007712956	1
3250678471	1
3339714441	1
3422125696	1
347692993	1
3267489874	1
2581159473	1
3033865521	1
347397831	1
17831065	1
2284100936	1
1054172714	1
902660155	1
291807276	1
3075701916	1
263590963	1
3015205673	1
15301343	1
2151712344	1
2618602598	1
72793593	1
505000901	1
1572102462	1
2891710566	1
120388905	1
2442864796	1
484698262	1
3240818360	1
2871008877	1
2645572765	1
1106935134	1
4368286333	1
104449942	1
1345970232	1
238968490	1
3299544374	1
1531168874	1
3287534414	1
2555897181	1
2243449855	1
45805059	1
3313546470	1
3944740275	1
223900261	1
3130980117	1
3229067995	1
377767865	1
234358206	1
2916294697	1
295864227	1
2286005470	1
3074248227	1
290499084	1
4265240773	1
3091951399	1
41161102	1
485960656	1
63676663	1
316109708	1
3251632475	1
2966100624	1
2342739973	1
3494699914	1
2986060527	1
109170521	1
3703243514	1
3077047801	1
147495812	1
1961028044	1
2749195232	1
2188582026	1
99244635	1
2397650810	1
82101274	1
3237436366	1
605565315	1
1684444903	1
4358872343	1
41365886	1
436100252	1
388274900	1
135563795	1
525685170	1
23041645	1
3463464796	1
2295261625	1
58997732	1
22333656	1
3575130372	1
291615891	1
106281577	1
2646473046	1
3829803932	1
1318828802	1
91450870	1
