24858289	1
33212890	1
39773427	1
57007623	1
63258466	1
96435556	1
108992875   1
177671726	1
223945761	1
237177357	1
237178034	1
237192061	1
237192993	1
237197647	1
237201814	1
237226175	1
237234251	1
237326341	1
237332572	1
237346330	1
237359828	1
237367607	1
237375183	1
240706202	1
260649579	1
282659109	1
299988118	1
327060670	1
336996257	1
357536147	1
393927847	1
418371090	1
418501358	1
421987528	1
430928749	1
434722849	1
434727810	1
434728619	1
434729769	1
434732328	1
434742028	1
434756188	1
434775697	1
434790178	1
434792369	1
434795107	1
458941316	1
465192765	1
465196345	1
465303273	1
465305493	1
465306140	1
465306667	1
465317813	1
465318952	1
465319501	1
465320112	1
465323067	1
465323815	1
465325040	1
465325633	1
465328572	1
465334514	1
465335657	1
465338328	1
465343577	1
465347437	1
465349136	1
465351389	1
465352631	1
465359767	1
465360460	1
465361035	1
465365494	1
465366176	1
465366686	1
465367288	1
465368221	1
465369079	1
465369276	1
465371272	1
465371415	1
465372408	1
465373317	1
465373507	1
465373538	1
465374176	1
465374259	1
465375874	1
465376231	1
465376509	1
465378230	1
465378609	1
465378983	1
465379325	1
465380942	1
465387088	1
465387671	1
465389976	1
465392182	1
465392383	1
465393290	1
465393485	1
465394343	1
465398499	1
465399263	1
465399558	1
465401166	1
465402069	1
465403330	1
465404789	1
465404874	1
465405613	1
465413078	1
465417674	1
465418238	1
465418810	1
465418896	1
465420606	1
465421036	1
465426060	1
465427410	1
465428761	1
465429324	1
465429916	1
465431259	1
465433276	1
465434130	1
465434388	1
465435993	1
465437206	1
465442625	1
465445130	1
466109264	1
466110228	1
466114317	1
466116893	1
466121357	1
466123036	1
466124519	1
466124818	1
466125372	1
466126074	1
466131055	1
466132138	1
466133310	1
466139143	1
466139912	1
466141484	1
466143639	1
466145460	1
466146699	1
466150269	1
466152441	1
466152938	1
466153262	1
466154098	1
466155191	1
466155797	1
466156124	1
466157984	1
466158890	1
466159914	1
466161043	1
466162451	1
466162548	1
466163583	1
466163614	1
466165783	1
466166588	1
466175265	1
466176895	1
466177486	1
466178381	1
466181545	1
466182757	1
466183322	1
466184623	1
466188621	1
466189042	1
466189857	1
466192045	1
466192470	1
466194674	1
466195745	1
466196026	1
466196649	1
466198529	1
466200874	1
466203702	1
466204969	1
466205550	1
466206406	1
466207205	1
466209990	1
466210973	1
466212113	1
466214628	1
466215674	1
7248952	    1
7732472	    1
9524952	    1
10788822	1
14596967	1
14826060	1
14938781	1
15528595	1
16671189	1
16733141	1
17976561	1
19121759	1
19435878	1
19581787	1
20338242	1
20531552	1
21577213	1
22597402	1
22979959	1
23832142	1
24320335	1
26912227	1
27159435	1
28219482	1
28587018	1
29370531	1
29444347	1
29742631	1
29822733	1
30998590	1
31228692	1
31708548	1
33608758	1
34255057	1
35401956	1
35531101	1
36477176	1
36878978	1
37192548	1
38195080	1
38344324	1
38920016	1
38962259	1
39527698	1
39674011	1
39688267	1
41177563	1
41179792	1
41678763	1
41684107	1
41877218	1
43066058	1
43201046	1
43510557	1
43747581	1
44081953	1
44084192	1
44084811	1
44191269	1
44698831	1
45497562	1
45564759	1
45804432	1
46043491	1
46316753	1
46322170	1
46408524	1
